番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
16098,2024-12-18,16:51:57,970,-0.007,-0.001,-0.003,-0.005,+0.00,+0.01,+0.01,+0.05,+0.04,+0.553,+0.768,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16099,2024-12-18,16:51:57,980,-0.007,-0.001,-0.003,-0.005,+0.04,+0.04,-0.01,+0.03,+0.01,+0.554,+0.764,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16100,2024-12-18,16:51:57,990,-0.006,-0.004,-0.002,-0.004,+0.04,+0.01,+0.01,+0.04,+0.04,+0.558,+0.764,+0.01,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16101,2024-12-18,16:51:58,0,-0.006,-0.002,-0.003,-0.004,+0.01,+0.04,-0.02,+0.04,+0.01,+0.558,+0.764,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16102,2024-12-18,16:51:58,10,-0.004,-0.000,-0.003,-0.005,+0.02,+0.01,+0.02,+0.03,+0.02,+0.558,+0.762,+0.01,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16103,2024-12-18,16:51:58,20,-0.004,-0.001,-0.001,-0.006,+0.03,+0.01,+0.03,+0.05,+0.03,+0.562,+0.765,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16104,2024-12-18,16:51:58,30,-0.005,-0.003,-0.002,-0.004,+0.01,+0.03,+0.01,+0.04,+0.04,+0.562,+0.763,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16105,2024-12-18,16:51:58,40,-0.007,-0.002,-0.002,-0.005,+0.03,+0.03,+0.01,+0.03,+0.03,+0.559,+0.767,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16106,2024-12-18,16:51:58,50,-0.006,+0.000,-0.001,-0.005,+0.01,+0.01,+0.00,+0.07,+0.04,+0.561,+0.766,+0.04,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16107,2024-12-18,16:51:58,60,-0.007,+0.000,-0.004,-0.005,+0.01,+0.05,+0.01,+0.06,+0.01,+0.561,+0.766,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16108,2024-12-18,16:51:58,70,-0.006,-0.003,+0.000,-0.004,+0.03,+0.02,+0.02,+0.06,+0.04,+0.561,+0.766,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16109,2024-12-18,16:51:58,80,-0.006,-0.003,-0.002,-0.005,+0.02,+0.01,+0.01,+0.05,+0.01,+0.565,+0.765,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16110,2024-12-18,16:51:58,90,-0.006,-0.001,-0.004,-0.005,+0.04,+0.04,-0.01,+0.04,+0.04,+0.563,+0.764,+0.00,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16111,2024-12-18,16:51:58,100,-0.005,-0.001,-0.001,-0.005,+0.03,+0.01,+0.03,+0.06,+0.03,+0.563,+0.766,+0.00,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16112,2024-12-18,16:51:58,110,-0.005,-0.004,-0.002,-0.004,+0.04,+0.02,+0.01,+0.06,+0.04,+0.563,+0.764,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16113,2024-12-18,16:51:58,120,-0.005,-0.001,-0.002,-0.005,+0.01,+0.01,+0.01,+0.03,+0.01,+0.563,+0.765,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16114,2024-12-18,16:51:58,130,-0.005,-0.001,-0.001,-0.006,+0.04,+0.00,+0.01,+0.04,+0.03,+0.565,+0.765,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16115,2024-12-18,16:51:58,140,-0.007,-0.001,-0.003,-0.004,+0.01,+0.03,-0.01,+0.06,+0.03,+0.565,+0.765,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16116,2024-12-18,16:51:58,150,-0.007,-0.003,-0.002,-0.004,+0.01,+0.01,+0.02,+0.04,+0.05,+0.567,+0.766,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16117,2024-12-18,16:51:58,160,-0.008,-0.001,-0.002,-0.006,+0.01,+0.01,+0.01,+0.04,+0.04,+0.566,+0.766,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16118,2024-12-18,16:51:58,170,-0.005,+0.000,-0.003,-0.006,+0.03,+0.04,+0.03,+0.06,+0.01,+0.567,+0.767,+0.02,+0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16119,2024-12-18,16:51:58,180,-0.005,+0.000,-0.001,-0.004,+0.03,+0.01,+0.03,+0.04,+0.03,+0.567,+0.767,+0.03,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16120,2024-12-18,16:51:58,190,-0.005,-0.003,-0.003,-0.003,+0.04,+0.04,+0.01,+0.06,+0.02,+0.570,+0.764,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16121,2024-12-18,16:51:58,200,-0.005,-0.002,-0.004,-0.005,+0.02,+0.01,+0.01,+0.04,+0.02,+0.572,+0.765,+0.01,-0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16122,2024-12-18,16:51:58,210,-0.005,+0.001,-0.001,-0.005,+0.04,+0.03,+0.02,+0.04,+0.03,+0.568,+0.765,+0.03,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16123,2024-12-18,16:51:58,220,-0.006,-0.001,-0.001,-0.004,+0.03,+0.01,+0.02,+0.04,+0.02,+0.570,+0.763,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16124,2024-12-18,16:51:58,230,-0.006,-0.003,-0.004,-0.004,+0.03,+0.01,+0.01,+0.05,+0.04,+0.568,+0.765,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16125,2024-12-18,16:51:58,240,-0.007,-0.003,-0.002,-0.007,+0.04,+0.03,-0.02,+0.03,+0.03,+0.570,+0.765,+0.00,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16126,2024-12-18,16:51:58,250,-0.006,-0.001,-0.003,-0.004,+0.03,+0.01,+0.04,+0.07,+0.03,+0.570,+0.763,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16127,2024-12-18,16:51:58,260,-0.007,-0.001,-0.002,-0.005,+0.02,+0.03,+0.00,+0.04,+0.01,+0.573,+0.769,+0.01,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16128,2024-12-18,16:51:58,270,-0.005,-0.003,-0.002,-0.005,+0.04,+0.02,-0.01,+0.05,+0.04,+0.574,+0.765,+0.02,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16129,2024-12-18,16:51:58,280,-0.005,-0.002,-0.003,-0.006,+0.01,+0.04,+0.01,+0.06,+0.01,+0.573,+0.766,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16130,2024-12-18,16:51:58,290,-0.006,-0.001,-0.000,-0.004,+0.04,+0.03,-0.01,+0.04,+0.03,+0.575,+0.766,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16131,2024-12-18,16:51:58,300,-0.005,-0.002,-0.002,-0.005,+0.02,+0.03,+0.01,+0.06,+0.01,+0.574,+0.764,+0.03,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16132,2024-12-18,16:51:58,310,-0.005,-0.002,-0.003,-0.006,+0.01,+0.02,+0.02,+0.06,+0.07,+0.572,+0.766,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16133,2024-12-18,16:51:58,320,-0.006,-0.002,-0.001,-0.006,+0.01,+0.03,+0.02,+0.03,+0.03,+0.573,+0.763,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16134,2024-12-18,16:51:58,330,-0.006,-0.001,-0.002,-0.004,+0.02,+0.01,-0.01,+0.04,+0.04,+0.579,+0.768,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16135,2024-12-18,16:51:58,340,-0.009,-0.001,-0.003,-0.004,+0.03,+0.01,+0.01,+0.04,+0.01,+0.577,+0.767,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16136,2024-12-18,16:51:58,350,-0.008,-0.003,-0.002,-0.006,+0.04,+0.02,+0.03,+0.04,+0.04,+0.576,+0.765,+0.04,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16137,2024-12-18,16:51:58,360,-0.006,-0.002,-0.003,-0.004,+0.06,+0.01,+0.01,+0.04,+0.00,+0.578,+0.767,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16138,2024-12-18,16:51:58,370,-0.005,-0.001,-0.002,-0.004,+0.04,+0.04,+0.04,+0.04,+0.03,+0.578,+0.764,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16139,2024-12-18,16:51:58,380,-0.006,-0.002,-0.002,-0.005,+0.03,+0.03,+0.01,+0.04,+0.01,+0.575,+0.764,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16140,2024-12-18,16:51:58,390,-0.005,-0.002,-0.003,-0.006,+0.03,+0.01,+0.01,+0.07,+0.03,+0.581,+0.766,+0.01,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16141,2024-12-18,16:51:58,400,-0.005,-0.002,-0.001,-0.004,+0.01,+0.03,+0.01,+0.04,+0.03,+0.581,+0.764,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16142,2024-12-18,16:51:58,410,-0.004,-0.001,-0.001,-0.005,+0.03,+0.04,+0.01,+0.06,+0.04,+0.581,+0.766,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16143,2024-12-18,16:51:58,420,-0.006,-0.002,-0.004,-0.005,+0.02,+0.04,+0.02,+0.04,+0.04,+0.580,+0.765,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16144,2024-12-18,16:51:58,430,-0.007,-0.003,-0.001,-0.005,+0.03,+0.04,+0.01,+0.04,+0.04,+0.580,+0.765,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16145,2024-12-18,16:51:58,440,-0.008,-0.002,-0.002,-0.004,+0.03,+0.00,+0.00,+0.03,+0.01,+0.581,+0.764,+0.04,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16146,2024-12-18,16:51:58,450,-0.007,-0.000,-0.003,-0.004,+0.03,+0.01,+0.03,+0.06,+0.03,+0.580,+0.765,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16147,2024-12-18,16:51:58,460,-0.005,-0.001,-0.001,-0.006,+0.04,+0.04,+0.01,+0.04,+0.01,+0.585,+0.766,+0.03,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16148,2024-12-18,16:51:58,470,-0.006,-0.002,-0.003,-0.004,+0.04,+0.04,+0.01,+0.05,+0.02,+0.584,+0.765,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16149,2024-12-18,16:51:58,480,-0.005,-0.002,-0.001,-0.005,+0.03,+0.01,+0.01,+0.04,+0.03,+0.583,+0.765,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16150,2024-12-18,16:51:58,490,-0.005,-0.001,-0.001,-0.005,+0.02,+0.04,+0.03,+0.03,+0.03,+0.583,+0.766,-0.02,+0.04,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16151,2024-12-18,16:51:58,500,-0.006,-0.002,-0.004,-0.006,+0.01,+0.02,+0.02,+0.04,+0.03,+0.585,+0.764,+0.03,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16152,2024-12-18,16:51:58,510,-0.006,-0.004,-0.001,-0.004,+0.01,+0.01,+0.03,+0.04,+0.03,+0.584,+0.764,+0.04,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16153,2024-12-18,16:51:58,520,-0.008,-0.002,-0.001,-0.004,+0.04,+0.03,+0.01,+0.04,+0.01,+0.585,+0.766,+0.04,-0.03,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16154,2024-12-18,16:51:58,530,-0.007,+0.001,-0.004,-0.005,+0.03,+0.03,+0.01,+0.07,+0.03,+0.587,+0.767,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16155,2024-12-18,16:51:58,540,-0.007,-0.002,-0.001,-0.004,+0.03,+0.03,+0.01,+0.04,+0.01,+0.587,+0.766,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16156,2024-12-18,16:51:58,550,-0.006,-0.003,-0.003,-0.004,+0.04,+0.02,+0.01,+0.03,+0.03,+0.586,+0.765,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16157,2024-12-18,16:51:58,560,-0.005,-0.002,-0.002,-0.004,+0.04,+0.02,+0.01,+0.06,+0.01,+0.587,+0.765,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16158,2024-12-18,16:51:58,570,-0.006,-0.001,-0.002,-0.006,+0.04,+0.02,+0.01,+0.04,+0.01,+0.590,+0.764,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16159,2024-12-18,16:51:58,580,-0.005,-0.001,-0.003,-0.004,+0.04,+0.03,+0.01,+0.03,+0.01,+0.588,+0.766,+0.05,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16160,2024-12-18,16:51:58,590,-0.005,-0.004,-0.001,-0.004,+0.02,+0.04,+0.00,+0.04,+0.02,+0.591,+0.766,+0.04,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16161,2024-12-18,16:51:58,600,-0.005,-0.002,-0.003,-0.005,+0.01,+0.01,-0.02,+0.04,+0.03,+0.589,+0.764,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16162,2024-12-18,16:51:58,610,-0.007,-0.000,-0.004,-0.006,+0.01,+0.03,+0.01,+0.05,+0.01,+0.591,+0.765,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16163,2024-12-18,16:51:58,620,-0.008,-0.002,-0.002,-0.003,+0.02,+0.03,-0.01,+0.04,+0.01,+0.588,+0.765,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16164,2024-12-18,16:51:58,630,-0.007,-0.003,-0.001,-0.004,+0.03,+0.04,+0.01,+0.04,+0.04,+0.591,+0.766,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16165,2024-12-18,16:51:58,640,-0.006,-0.002,-0.003,-0.006,+0.04,+0.04,+0.01,+0.05,+0.03,+0.590,+0.765,+0.01,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16166,2024-12-18,16:51:58,650,-0.006,-0.002,-0.001,-0.005,+0.01,+0.01,+0.01,+0.04,+0.03,+0.592,+0.766,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16167,2024-12-18,16:51:58,660,-0.007,-0.002,-0.003,-0.003,+0.01,+0.03,+0.01,+0.04,+0.02,+0.594,+0.766,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16168,2024-12-18,16:51:58,670,-0.005,-0.003,-0.003,-0.004,+0.04,+0.02,+0.03,+0.06,+0.04,+0.595,+0.765,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16169,2024-12-18,16:51:58,680,-0.004,-0.002,-0.002,-0.007,+0.02,+0.02,-0.01,+0.04,+0.03,+0.592,+0.766,-0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16170,2024-12-18,16:51:58,690,-0.005,-0.001,-0.002,-0.004,+0.01,+0.04,-0.02,+0.03,+0.01,+0.594,+0.763,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16171,2024-12-18,16:51:58,700,-0.006,-0.003,-0.001,-0.004,+0.02,+0.02,+0.01,+0.04,+0.04,+0.594,+0.765,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16172,2024-12-18,16:51:58,710,-0.007,-0.001,-0.002,-0.005,+0.01,+0.04,+0.03,+0.04,+0.06,+0.594,+0.765,+0.01,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16173,2024-12-18,16:51:58,720,-0.007,-0.001,-0.003,-0.006,+0.01,+0.01,-0.01,+0.04,+0.03,+0.594,+0.764,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16174,2024-12-18,16:51:58,730,-0.007,-0.001,-0.001,-0.003,+0.03,+0.01,+0.03,+0.07,+0.03,+0.598,+0.768,+0.03,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16175,2024-12-18,16:51:58,740,-0.007,-0.002,-0.002,-0.004,+0.04,+0.04,+0.01,+0.03,+0.03,+0.598,+0.764,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16176,2024-12-18,16:51:58,750,-0.005,-0.003,-0.003,-0.005,+0.04,+0.03,+0.04,+0.04,+0.04,+0.596,+0.764,+0.01,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16177,2024-12-18,16:51:58,760,-0.004,-0.001,-0.001,-0.006,+0.03,+0.04,+0.01,+0.05,+0.01,+0.597,+0.765,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16178,2024-12-18,16:51:58,770,-0.005,-0.001,-0.003,-0.004,+0.05,+0.03,+0.01,+0.04,+0.04,+0.595,+0.762,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16179,2024-12-18,16:51:58,780,-0.005,-0.002,-0.003,-0.004,+0.02,+0.01,+0.01,+0.04,+0.03,+0.598,+0.766,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16180,2024-12-18,16:51:58,790,-0.005,-0.003,-0.001,-0.006,+0.01,+0.01,+0.04,+0.07,+0.02,+0.604,+0.766,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16181,2024-12-18,16:51:58,800,-0.007,-0.001,-0.003,-0.004,+0.01,+0.04,+0.01,+0.04,+0.03,+0.601,+0.767,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16182,2024-12-18,16:51:58,810,-0.008,+0.001,-0.003,-0.004,+0.01,-0.01,+0.00,+0.05,+0.02,+0.604,+0.765,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16183,2024-12-18,16:51:58,820,-0.008,-0.002,-0.003,-0.005,+0.04,+0.02,+0.01,+0.06,-0.01,+0.601,+0.765,+0.02,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16184,2024-12-18,16:51:58,830,-0.007,-0.003,-0.003,-0.006,+0.03,+0.05,+0.01,+0.03,+0.04,+0.604,+0.764,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16185,2024-12-18,16:51:58,840,-0.006,-0.000,-0.001,-0.004,+0.04,+0.01,-0.02,+0.04,+0.01,+0.602,+0.765,+0.01,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16186,2024-12-18,16:51:58,850,-0.006,+0.001,-0.003,-0.005,+0.01,+0.03,+0.03,+0.07,+0.04,+0.602,+0.763,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16187,2024-12-18,16:51:58,860,-0.006,-0.002,-0.005,-0.006,+0.03,+0.02,+0.01,+0.04,+0.01,+0.606,+0.767,+0.01,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16188,2024-12-18,16:51:58,870,-0.007,-0.003,-0.000,-0.006,+0.01,+0.01,+0.00,+0.07,+0.04,+0.607,+0.768,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16189,2024-12-18,16:51:58,880,-0.005,-0.001,-0.003,-0.004,+0.01,+0.01,+0.01,+0.03,+0.02,+0.602,+0.764,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16190,2024-12-18,16:51:58,890,-0.007,-0.001,-0.002,-0.004,+0.04,+0.01,+0.03,+0.06,+0.04,+0.607,+0.765,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16191,2024-12-18,16:51:58,900,-0.008,-0.002,-0.002,-0.006,+0.03,+0.04,-0.01,+0.06,+0.02,+0.604,+0.762,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16192,2024-12-18,16:51:58,910,-0.008,-0.002,-0.005,-0.004,+0.03,+0.03,+0.01,+0.04,+0.04,+0.607,+0.765,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16193,2024-12-18,16:51:58,920,-0.008,-0.002,-0.001,-0.004,+0.03,+0.01,+0.02,+0.06,+0.02,+0.605,+0.767,+0.03,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16194,2024-12-18,16:51:58,930,-0.007,+0.000,-0.003,-0.006,+0.03,+0.04,+0.01,+0.04,+0.06,+0.610,+0.765,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16195,2024-12-18,16:51:58,940,-0.006,-0.002,-0.004,-0.006,+0.02,+0.04,+0.01,+0.04,+0.03,+0.607,+0.765,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16196,2024-12-18,16:51:58,950,-0.005,-0.003,-0.000,-0.005,+0.03,+0.03,-0.01,+0.04,+0.06,+0.608,+0.764,+0.01,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16197,2024-12-18,16:51:58,960,-0.004,-0.002,-0.001,-0.005,+0.03,+0.01,+0.01,+0.06,+0.01,+0.608,+0.764,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16198,2024-12-18,16:51:58,970,-0.004,-0.000,-0.004,-0.006,+0.04,+0.04,+0.01,+0.04,+0.02,+0.609,+0.763,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16199,2024-12-18,16:51:58,980,-0.007,-0.001,-0.001,-0.005,+0.01,+0.02,+0.01,+0.03,+0.01,+0.610,+0.765,+0.02,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
16200,2024-12-18,16:51:58,990,-0.007,-0.003,-0.003,-0.003,+0.03,+0.01,+0.03,+0.05,+0.03,+0.611,+0.766,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
