番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
88,2024-12-18,16:49:17,870,-0.005,-0.001,-0.002,-0.006,+0.04,+0.03,+0.01,+0.03,+0.02,+3.376,+0.010,+0.01,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
89,2024-12-18,16:49:17,880,-0.007,-0.003,-0.004,-0.004,+0.04,+0.01,+0.01,+0.04,+0.05,+3.380,+0.011,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
90,2024-12-18,16:49:17,890,-0.009,-0.001,-0.001,-0.004,+0.03,+0.03,+0.03,+0.04,+0.03,+3.376,+0.011,+0.03,-0.04,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
91,2024-12-18,16:49:17,900,-0.007,+0.001,-0.001,-0.005,+0.03,+0.01,+0.03,+0.03,+0.04,+3.374,+0.013,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
92,2024-12-18,16:49:17,910,-0.006,-0.002,-0.004,-0.006,+0.03,+0.01,+0.01,+0.05,+0.03,+3.374,+0.013,+0.03,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
93,2024-12-18,16:49:17,920,-0.006,-0.003,-0.001,-0.003,+0.02,+0.03,-0.01,+0.04,+0.03,+3.373,+0.011,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
94,2024-12-18,16:49:17,930,-0.006,-0.003,-0.002,-0.005,+0.03,+0.01,-0.01,+0.04,+0.01,+3.376,+0.011,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
95,2024-12-18,16:49:17,940,-0.004,-0.000,-0.004,-0.005,+0.03,+0.04,+0.01,+0.06,+0.01,+3.375,+0.013,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
96,2024-12-18,16:49:17,950,-0.006,-0.001,-0.002,-0.006,+0.04,+0.04,+0.01,+0.03,+0.01,+3.374,+0.010,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
97,2024-12-18,16:49:17,960,-0.006,-0.004,-0.002,-0.003,+0.04,+0.03,+0.01,+0.04,+0.04,+3.375,+0.010,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
98,2024-12-18,16:49:17,970,-0.008,-0.002,-0.004,-0.004,+0.04,+0.03,+0.00,+0.06,+0.01,+3.376,+0.011,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
99,2024-12-18,16:49:17,980,-0.008,+0.001,-0.002,-0.005,-0.01,+0.03,+0.01,+0.04,+0.02,+3.374,+0.011,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
100,2024-12-18,16:49:17,990,-0.006,-0.002,-0.003,-0.005,+0.04,-0.01,+0.01,+0.04,+0.03,+3.376,+0.011,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
101,2024-12-18,16:49:18,0,-0.005,-0.002,-0.002,-0.004,+0.01,+0.01,+0.02,+0.04,+0.04,+3.373,+0.012,+0.03,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
102,2024-12-18,16:49:18,10,-0.006,-0.001,-0.002,-0.004,+0.03,+0.04,+0.03,+0.03,+0.04,+3.376,+0.013,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
103,2024-12-18,16:49:18,20,-0.005,-0.001,-0.004,-0.006,+0.04,+0.01,+0.01,+0.04,+0.04,+3.374,+0.011,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
104,2024-12-18,16:49:18,30,-0.005,-0.002,-0.003,-0.005,+0.01,+0.04,-0.01,+0.07,+0.01,+3.376,+0.011,+0.03,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
105,2024-12-18,16:49:18,40,-0.005,-0.002,-0.002,-0.004,+0.02,+0.01,+0.01,+0.06,+0.01,+3.373,+0.010,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
106,2024-12-18,16:49:18,50,-0.007,-0.001,-0.004,-0.004,+0.03,+0.03,+0.04,+0.04,+0.03,+3.377,+0.011,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
107,2024-12-18,16:49:18,60,-0.007,-0.001,-0.001,-0.007,+0.04,+0.03,+0.01,+0.05,+0.02,+3.376,+0.013,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
108,2024-12-18,16:49:18,70,-0.007,-0.002,-0.001,-0.004,+0.04,+0.02,+0.01,+0.04,+0.01,+3.376,+0.013,+0.07,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
109,2024-12-18,16:49:18,80,-0.007,-0.003,-0.002,-0.005,+0.03,+0.02,+0.01,+0.04,+0.05,+3.378,+0.014,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
110,2024-12-18,16:49:18,90,-0.007,-0.002,-0.001,-0.006,+0.04,+0.01,+0.01,+0.04,+0.03,+3.377,+0.013,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
111,2024-12-18,16:49:18,100,-0.007,+0.000,-0.003,-0.007,+0.04,+0.04,+0.01,+0.06,+0.04,+3.376,+0.009,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
112,2024-12-18,16:49:18,110,-0.006,-0.003,-0.004,-0.003,+0.01,+0.03,+0.00,+0.04,+0.03,+3.378,+0.011,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
113,2024-12-18,16:49:18,120,-0.004,-0.002,-0.002,-0.005,+0.01,+0.03,+0.01,+0.05,+0.04,+3.374,+0.011,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
114,2024-12-18,16:49:18,130,-0.006,+0.001,-0.002,-0.006,+0.01,+0.03,+0.01,+0.04,+0.01,+3.376,+0.011,+0.02,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
115,2024-12-18,16:49:18,140,-0.007,-0.001,-0.002,-0.007,+0.04,+0.01,+0.01,+0.04,+0.01,+3.376,+0.013,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
116,2024-12-18,16:49:18,150,-0.007,-0.003,+0.000,-0.004,+0.04,+0.04,+0.01,+0.04,+0.02,+3.375,+0.012,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
117,2024-12-18,16:49:18,160,-0.007,-0.001,-0.003,-0.004,+0.03,+0.01,+0.03,+0.06,+0.01,+3.375,+0.011,+0.01,+0.03,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
118,2024-12-18,16:49:18,170,-0.007,+0.000,-0.002,-0.006,+0.02,+0.01,+0.02,+0.05,+0.02,+3.378,+0.010,+0.00,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
119,2024-12-18,16:49:18,180,-0.006,-0.001,-0.001,-0.004,+0.02,+0.04,+0.01,+0.04,+0.03,+3.376,+0.011,+0.01,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
120,2024-12-18,16:49:18,190,-0.006,-0.003,-0.004,-0.004,+0.01,+0.02,+0.01,+0.04,+0.01,+3.376,+0.011,+0.01,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
121,2024-12-18,16:49:18,200,-0.005,-0.001,-0.002,-0.005,+0.01,+0.03,+0.01,+0.04,+0.01,+3.376,+0.009,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
122,2024-12-18,16:49:18,210,-0.005,+0.001,-0.003,-0.007,+0.04,+0.01,+0.04,+0.02,+0.01,+3.377,+0.010,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
123,2024-12-18,16:49:18,220,-0.005,-0.001,-0.004,-0.005,+0.04,+0.01,+0.01,+0.06,+0.05,+3.373,+0.011,+0.04,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
124,2024-12-18,16:49:18,230,-0.007,-0.002,-0.002,-0.004,+0.03,+0.01,-0.01,+0.04,+0.04,+3.376,+0.011,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
125,2024-12-18,16:49:18,240,-0.007,-0.001,-0.003,-0.006,+0.02,+0.03,+0.01,+0.07,+0.01,+3.376,+0.009,+0.00,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
126,2024-12-18,16:49:18,250,-0.007,-0.002,-0.003,-0.005,+0.01,+0.02,+0.02,+0.05,+0.02,+3.377,+0.011,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
127,2024-12-18,16:49:18,260,-0.006,-0.001,-0.003,-0.005,+0.01,+0.01,+0.02,+0.05,+0.03,+3.377,+0.011,+0.05,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
128,2024-12-18,16:49:18,270,-0.006,-0.002,-0.002,-0.005,+0.03,+0.04,+0.01,+0.04,+0.03,+3.377,+0.009,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
129,2024-12-18,16:49:18,280,-0.006,-0.002,-0.002,-0.005,+0.03,+0.04,-0.02,+0.04,+0.04,+3.375,+0.013,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
130,2024-12-18,16:49:18,290,-0.004,+0.000,-0.001,-0.006,+0.03,+0.02,+0.00,+0.07,+0.03,+3.375,+0.010,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
131,2024-12-18,16:49:18,300,-0.005,-0.004,-0.004,-0.004,+0.04,+0.04,+0.01,+0.04,+0.03,+3.375,+0.010,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
132,2024-12-18,16:49:18,310,-0.005,-0.002,-0.002,-0.003,+0.01,+0.01,-0.02,+0.04,+0.01,+3.373,+0.011,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
133,2024-12-18,16:49:18,320,-0.006,-0.002,-0.003,-0.006,+0.04,+0.02,+0.01,+0.04,+0.04,+3.376,+0.011,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
134,2024-12-18,16:49:18,330,-0.008,+0.000,-0.004,-0.006,+0.03,+0.04,-0.01,+0.07,+0.04,+3.376,+0.011,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
135,2024-12-18,16:49:18,340,-0.007,-0.002,-0.002,-0.004,+0.04,+0.03,+0.01,+0.04,+0.03,+3.375,+0.011,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
136,2024-12-18,16:49:18,350,-0.006,-0.003,-0.003,-0.005,+0.04,+0.03,+0.02,+0.05,+0.02,+3.373,+0.011,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
137,2024-12-18,16:49:18,360,-0.005,-0.001,-0.003,-0.006,+0.03,+0.01,-0.01,+0.04,+0.04,+3.375,+0.012,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
138,2024-12-18,16:49:18,370,-0.006,+0.000,-0.002,-0.005,+0.01,+0.01,+0.01,+0.04,+0.03,+3.376,+0.012,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
139,2024-12-18,16:49:18,380,-0.004,-0.003,-0.002,-0.004,+0.01,+0.01,+0.01,+0.05,+0.04,+3.377,+0.011,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
140,2024-12-18,16:49:18,390,-0.005,-0.003,-0.003,-0.005,+0.03,+0.02,+0.01,+0.06,+0.03,+3.374,+0.013,+0.02,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
141,2024-12-18,16:49:18,400,-0.007,-0.001,-0.001,-0.005,+0.01,+0.02,+0.01,+0.05,+0.03,+3.376,+0.011,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
142,2024-12-18,16:49:18,410,-0.007,-0.001,-0.003,-0.006,+0.01,+0.04,+0.01,+0.04,+0.04,+3.374,+0.012,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
143,2024-12-18,16:49:18,420,-0.006,-0.002,-0.002,-0.004,+0.01,+0.04,+0.01,+0.04,+0.04,+3.374,+0.009,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
144,2024-12-18,16:49:18,430,-0.007,-0.001,-0.001,-0.004,+0.01,+0.04,+0.05,+0.04,+0.03,+3.373,+0.011,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
145,2024-12-18,16:49:18,440,-0.006,-0.001,-0.004,-0.006,+0.02,+0.01,-0.01,+0.07,+0.02,+3.376,+0.011,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
146,2024-12-18,16:49:18,450,-0.005,-0.001,-0.002,-0.006,+0.03,+0.03,+0.01,+0.06,+0.03,+3.374,+0.009,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
147,2024-12-18,16:49:18,460,-0.006,-0.002,-0.002,-0.005,+0.05,+0.03,-0.01,+0.07,+0.03,+3.374,+0.011,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
148,2024-12-18,16:49:18,470,-0.005,-0.002,-0.003,-0.004,+0.02,+0.01,+0.03,+0.04,+0.04,+3.373,+0.013,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
149,2024-12-18,16:49:18,480,-0.004,+0.000,-0.001,-0.006,+0.01,+0.03,+0.03,+0.04,+0.04,+3.377,+0.011,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
150,2024-12-18,16:49:18,490,-0.006,-0.002,-0.003,-0.004,+0.03,+0.01,+0.04,+0.05,+0.02,+3.375,+0.013,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
151,2024-12-18,16:49:18,500,-0.007,-0.003,-0.003,-0.003,+0.02,+0.01,+0.00,+0.04,+0.02,+3.376,+0.009,+0.03,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
152,2024-12-18,16:49:18,510,-0.007,-0.001,-0.002,-0.005,+0.03,+0.02,+0.03,+0.06,+0.02,+3.373,+0.013,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
153,2024-12-18,16:49:18,520,-0.007,+0.000,-0.002,-0.006,+0.03,+0.01,-0.01,+0.04,+0.04,+3.374,+0.011,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
154,2024-12-18,16:49:18,530,-0.008,-0.002,-0.003,-0.003,+0.04,+0.01,+0.01,+0.05,+0.04,+3.372,+0.009,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
155,2024-12-18,16:49:18,540,-0.007,-0.002,-0.002,-0.005,+0.03,+0.01,+0.03,+0.05,+0.04,+3.376,+0.011,+0.04,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
156,2024-12-18,16:49:18,550,-0.006,-0.003,-0.003,-0.006,+0.01,+0.02,+0.01,+0.02,+0.03,+3.376,+0.011,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
157,2024-12-18,16:49:18,560,-0.005,-0.001,-0.002,-0.005,+0.04,+0.03,+0.01,+0.06,+0.03,+3.378,+0.011,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
158,2024-12-18,16:49:18,570,-0.005,-0.001,-0.001,-0.004,+0.01,+0.01,+0.01,+0.06,+0.01,+3.377,+0.009,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
159,2024-12-18,16:49:18,580,-0.006,-0.003,-0.004,-0.004,+0.03,+0.01,+0.01,+0.06,+0.04,+3.377,+0.009,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
160,2024-12-18,16:49:18,590,-0.007,-0.002,-0.001,-0.006,+0.04,+0.02,+0.01,+0.06,+0.01,+3.375,+0.011,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
161,2024-12-18,16:49:18,600,-0.006,-0.000,-0.002,-0.005,+0.02,+0.03,+0.01,+0.04,+0.04,+3.373,+0.011,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
162,2024-12-18,16:49:18,610,-0.008,-0.003,-0.004,-0.004,+0.01,+0.01,+0.01,+0.06,+0.02,+3.375,+0.011,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
163,2024-12-18,16:49:18,620,-0.005,-0.003,-0.002,-0.005,+0.01,+0.01,+0.01,+0.04,+0.06,+3.376,+0.011,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
164,2024-12-18,16:49:18,630,-0.006,-0.002,-0.002,-0.006,+0.04,-0.01,+0.01,+0.04,+0.03,+3.374,+0.011,+0.02,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
165,2024-12-18,16:49:18,640,-0.006,+0.000,-0.004,-0.004,+0.03,+0.01,+0.01,+0.04,+0.04,+3.376,+0.011,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
166,2024-12-18,16:49:18,650,-0.006,-0.003,-0.001,-0.004,+0.03,+0.03,+0.01,+0.04,+0.01,+3.373,+0.011,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
167,2024-12-18,16:49:18,660,-0.004,-0.001,-0.003,-0.004,+0.02,+0.06,+0.01,+0.04,+0.01,+3.375,+0.013,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
168,2024-12-18,16:49:18,670,-0.005,-0.001,-0.003,-0.006,+0.03,+0.03,+0.03,+0.07,+0.06,+3.374,+0.013,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
169,2024-12-18,16:49:18,680,-0.006,-0.001,-0.002,-0.004,+0.05,+0.01,+0.01,+0.06,+0.03,+3.374,+0.011,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
170,2024-12-18,16:49:18,690,-0.008,-0.003,-0.002,-0.004,+0.04,+0.04,+0.01,+0.06,+0.02,+3.374,+0.012,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
171,2024-12-18,16:49:18,700,-0.007,-0.002,-0.003,-0.005,+0.03,+0.03,+0.00,+0.06,+0.04,+3.374,+0.009,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
172,2024-12-18,16:49:18,710,-0.006,-0.000,-0.001,-0.007,+0.04,+0.02,-0.02,+0.04,+0.03,+3.374,+0.013,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
173,2024-12-18,16:49:18,720,-0.007,-0.001,-0.004,-0.004,+0.01,+0.04,+0.02,+0.07,+0.06,+3.374,+0.011,+0.02,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
174,2024-12-18,16:49:18,730,-0.006,-0.003,-0.002,-0.005,+0.03,+0.03,+0.03,+0.03,+0.01,+3.374,+0.009,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
175,2024-12-18,16:49:18,740,-0.006,-0.002,-0.002,-0.006,+0.01,+0.01,+0.01,+0.03,+0.04,+3.375,+0.011,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
176,2024-12-18,16:49:18,750,-0.005,-0.001,-0.004,-0.006,+0.02,+0.03,+0.03,+0.04,+0.01,+3.375,+0.011,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
177,2024-12-18,16:49:18,760,-0.006,-0.001,-0.002,-0.005,+0.04,+0.01,+0.01,+0.06,+0.03,+3.375,+0.011,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
178,2024-12-18,16:49:18,770,-0.008,-0.004,-0.002,-0.005,+0.01,+0.04,+0.03,+0.04,+0.03,+3.376,+0.011,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
179,2024-12-18,16:49:18,780,-0.007,+0.000,-0.004,-0.006,+0.01,+0.02,+0.03,+0.04,+0.01,+3.374,+0.013,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
180,2024-12-18,16:49:18,790,-0.007,-0.001,-0.001,-0.006,+0.04,+0.02,+0.03,+0.04,+0.02,+3.372,+0.011,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
181,2024-12-18,16:49:18,800,-0.006,-0.002,-0.003,-0.004,+0.03,+0.01,+0.01,+0.04,+0.04,+3.375,+0.009,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
182,2024-12-18,16:49:18,810,-0.005,-0.003,-0.003,-0.005,+0.01,+0.04,-0.01,+0.07,+0.04,+3.376,+0.013,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
183,2024-12-18,16:49:18,820,-0.005,-0.000,-0.001,-0.006,+0.02,+0.01,+0.01,+0.03,+0.06,+3.374,+0.011,+0.03,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
184,2024-12-18,16:49:18,830,-0.005,+0.001,-0.003,-0.005,+0.02,+0.03,+0.01,+0.04,-0.01,+3.375,+0.011,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
185,2024-12-18,16:49:18,840,-0.004,-0.002,-0.002,-0.004,+0.01,+0.00,+0.01,+0.04,+0.02,+3.375,+0.013,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
186,2024-12-18,16:49:18,850,-0.007,-0.002,-0.002,-0.006,+0.02,+0.02,+0.03,+0.04,+0.01,+3.376,+0.009,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
187,2024-12-18,16:49:18,860,-0.007,-0.002,-0.004,-0.005,+0.03,+0.04,+0.00,+0.06,+0.02,+3.374,+0.013,+0.02,+0.04,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
188,2024-12-18,16:49:18,870,-0.008,-0.000,-0.002,-0.005,+0.02,+0.04,+0.02,+0.03,+0.01,+3.376,+0.013,+0.03,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
189,2024-12-18,16:49:18,880,-0.006,-0.001,-0.001,-0.005,+0.03,+0.03,-0.01,+0.03,+0.02,+3.376,+0.011,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
190,2024-12-18,16:49:18,890,-0.007,-0.002,-0.005,-0.005,+0.04,+0.01,+0.01,+0.07,+0.02,+3.374,+0.013,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
191,2024-12-18,16:49:18,900,-0.006,-0.001,-0.000,-0.006,+0.03,+0.01,+0.01,+0.04,+0.02,+3.373,+0.009,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
