番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
12204,2024-12-18,17:23:47,30,-0.006,-0.002,-0.002,-0.004,+0.00,+0.04,+0.01,+0.04,+0.03,+8.812,+0.884,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12205,2024-12-18,17:23:47,40,-0.006,-0.001,-0.001,-0.005,+0.03,+0.05,+0.03,+0.03,+0.04,+8.810,+0.884,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12206,2024-12-18,17:23:47,50,-0.005,+0.001,-0.003,-0.005,+0.03,+0.02,+0.03,+0.04,+0.03,+8.816,+0.884,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12207,2024-12-18,17:23:47,60,-0.007,-0.001,-0.003,-0.004,+0.01,+0.04,+0.03,+0.04,+0.05,+8.816,+0.884,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12208,2024-12-18,17:23:47,70,-0.006,+0.001,-0.001,-0.006,+0.04,+0.03,+0.01,+0.06,+0.03,+8.819,+0.883,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12209,2024-12-18,17:23:47,80,-0.005,-0.000,-0.003,-0.005,+0.01,+0.03,+0.03,+0.06,+0.04,+8.816,+0.886,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12210,2024-12-18,17:23:47,90,-0.006,-0.002,-0.001,-0.004,+0.01,+0.02,+0.03,+0.04,+0.03,+8.816,+0.884,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12211,2024-12-18,17:23:47,100,-0.005,-0.002,-0.004,-0.007,+0.03,+0.04,+0.01,+0.05,+0.05,+8.816,+0.883,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12212,2024-12-18,17:23:47,110,-0.005,-0.002,+0.001,-0.004,+0.04,+0.01,+0.03,+0.04,+0.03,+8.820,+0.886,+0.04,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12213,2024-12-18,17:23:47,120,-0.005,-0.001,-0.004,-0.006,+0.02,+0.04,+0.04,+0.04,+0.04,+8.820,+0.885,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12214,2024-12-18,17:23:47,130,-0.005,+0.000,-0.002,-0.005,+0.04,+0.04,+0.01,+0.04,+0.04,+8.822,+0.886,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12215,2024-12-18,17:23:47,140,-0.006,-0.000,-0.003,-0.004,+0.02,+0.01,+0.01,+0.04,+0.01,+8.822,+0.884,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12216,2024-12-18,17:23:47,150,-0.005,-0.002,-0.001,-0.007,+0.03,+0.03,+0.01,+0.05,+0.03,+8.819,+0.883,+0.04,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12217,2024-12-18,17:23:47,160,-0.005,-0.003,-0.002,-0.003,+0.01,+0.04,+0.01,+0.06,+0.03,+8.821,+0.883,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12218,2024-12-18,17:23:47,170,-0.005,-0.002,-0.002,-0.005,+0.02,+0.03,+0.01,+0.05,+0.02,+8.824,+0.884,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12219,2024-12-18,17:23:47,180,-0.005,-0.002,-0.002,-0.006,+0.05,+0.01,+0.01,+0.04,+0.04,+8.826,+0.884,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12220,2024-12-18,17:23:47,190,-0.007,-0.001,-0.003,-0.004,+0.01,+0.04,+0.01,+0.04,+0.03,+8.825,+0.883,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12221,2024-12-18,17:23:47,200,-0.005,-0.001,-0.002,-0.006,+0.04,+0.04,+0.04,+0.04,+0.05,+8.824,+0.886,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12222,2024-12-18,17:23:47,210,-0.006,+0.000,-0.004,-0.004,+0.04,+0.04,+0.01,+0.03,+0.03,+8.824,+0.884,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12223,2024-12-18,17:23:47,220,-0.004,-0.002,-0.001,-0.005,+0.03,+0.02,+0.01,+0.06,+0.03,+8.823,+0.884,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12224,2024-12-18,17:23:47,230,-0.005,-0.002,-0.004,-0.006,+0.02,+0.03,+0.02,+0.06,+0.03,+8.825,+0.884,+0.02,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12225,2024-12-18,17:23:47,240,-0.006,-0.003,-0.001,-0.004,+0.03,+0.04,+0.00,+0.05,+0.03,+8.827,+0.883,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12226,2024-12-18,17:23:47,250,-0.005,-0.002,-0.002,-0.005,+0.02,+0.03,+0.01,+0.06,+0.01,+8.828,+0.883,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12227,2024-12-18,17:23:47,260,-0.005,-0.001,+0.000,-0.005,+0.01,+0.03,+0.03,+0.05,+0.04,+8.829,+0.884,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12228,2024-12-18,17:23:47,270,-0.006,+0.000,-0.003,-0.003,+0.03,+0.04,+0.00,+0.03,+0.04,+8.827,+0.884,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12229,2024-12-18,17:23:47,280,-0.006,+0.000,-0.001,-0.006,+0.03,+0.04,+0.01,+0.04,+0.04,+8.826,+0.883,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12230,2024-12-18,17:23:47,290,-0.005,-0.002,-0.003,-0.004,+0.03,+0.03,+0.03,+0.05,+0.04,+8.826,+0.885,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12231,2024-12-18,17:23:47,300,-0.005,-0.003,-0.001,-0.004,+0.01,+0.04,+0.01,+0.07,+0.05,+8.829,+0.884,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12232,2024-12-18,17:23:47,310,-0.004,-0.003,-0.002,-0.005,+0.03,+0.04,-0.04,+0.03,+0.04,+8.832,+0.883,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12233,2024-12-18,17:23:47,320,-0.005,-0.002,-0.002,-0.004,+0.03,+0.03,+0.00,+0.07,+0.01,+8.831,+0.884,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12234,2024-12-18,17:23:47,330,-0.005,-0.000,-0.002,-0.006,+0.01,+0.02,-0.03,+0.02,+0.04,+8.832,+0.885,+0.04,-0.03,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12235,2024-12-18,17:23:47,340,-0.006,-0.001,-0.003,-0.005,+0.01,+0.04,+0.00,+0.04,+0.04,+8.829,+0.885,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12236,2024-12-18,17:23:47,350,-0.005,+0.000,-0.002,-0.005,+0.03,+0.04,+0.01,+0.05,+0.02,+8.831,+0.885,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12237,2024-12-18,17:23:47,360,-0.005,+0.000,-0.003,-0.005,+0.03,+0.03,+0.01,+0.07,+0.03,+8.833,+0.882,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12238,2024-12-18,17:23:47,370,-0.006,-0.003,-0.001,-0.003,+0.02,+0.02,+0.03,+0.04,+0.03,+8.831,+0.885,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12239,2024-12-18,17:23:47,380,-0.006,-0.002,-0.003,-0.005,+0.03,+0.05,+0.01,+0.06,+0.04,+8.835,+0.885,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12240,2024-12-18,17:23:47,390,-0.005,-0.003,-0.000,-0.004,+0.04,+0.03,+0.01,+0.06,+0.03,+8.834,+0.886,+0.01,+0.00,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12241,2024-12-18,17:23:47,400,-0.005,-0.001,-0.004,-0.005,+0.03,+0.03,+0.03,+0.06,+0.03,+8.832,+0.887,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12242,2024-12-18,17:23:47,410,-0.004,-0.002,-0.001,-0.006,+0.04,+0.04,+0.01,+0.07,+0.02,+8.836,+0.886,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12243,2024-12-18,17:23:47,420,-0.005,+0.002,-0.002,-0.003,+0.01,+0.03,-0.01,+0.04,+0.01,+8.834,+0.884,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12244,2024-12-18,17:23:47,430,-0.005,-0.001,+0.001,-0.005,+0.04,+0.04,+0.01,+0.04,+0.02,+8.832,+0.886,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12245,2024-12-18,17:23:47,440,-0.006,-0.002,-0.002,-0.005,+0.01,+0.04,+0.01,+0.04,+0.01,+8.835,+0.884,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12246,2024-12-18,17:23:47,450,-0.005,-0.003,-0.001,-0.004,+0.02,+0.03,+0.01,+0.04,+0.03,+8.838,+0.885,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12247,2024-12-18,17:23:47,460,-0.005,-0.002,-0.002,-0.005,+0.03,+0.04,+0.03,+0.06,+0.04,+8.837,+0.884,+0.02,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12248,2024-12-18,17:23:47,470,-0.005,-0.000,-0.002,-0.005,+0.01,+0.03,+0.01,+0.04,+0.04,+8.837,+0.884,-0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12249,2024-12-18,17:23:47,480,-0.005,+0.001,-0.002,-0.004,+0.07,+0.02,+0.01,+0.07,+0.04,+8.840,+0.884,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12250,2024-12-18,17:23:47,490,-0.006,-0.000,-0.003,-0.006,+0.03,-0.01,+0.01,+0.08,+0.03,+8.841,+0.884,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12251,2024-12-18,17:23:47,500,-0.005,-0.001,-0.000,-0.003,+0.06,+0.02,+0.01,+0.07,+0.03,+8.841,+0.883,+0.07,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12252,2024-12-18,17:23:47,510,-0.006,-0.002,-0.003,-0.005,+0.01,+0.07,+0.00,+0.04,+0.01,+8.836,+0.885,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12253,2024-12-18,17:23:47,520,-0.006,-0.002,-0.001,-0.006,+0.02,+0.01,+0.03,+0.04,+0.01,+8.842,+0.884,+0.04,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12254,2024-12-18,17:23:47,530,-0.005,-0.001,-0.004,-0.004,+0.03,+0.01,+0.01,+0.04,+0.01,+8.841,+0.884,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12255,2024-12-18,17:23:47,540,-0.005,-0.001,+0.000,-0.006,+0.01,+0.04,+0.01,+0.06,+0.04,+8.839,+0.881,+0.03,+0.01,-0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12256,2024-12-18,17:23:47,550,-0.006,-0.001,-0.003,-0.004,+0.03,+0.04,+0.01,+0.04,+0.03,+8.841,+0.882,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12257,2024-12-18,17:23:47,560,-0.005,-0.000,+0.000,-0.004,+0.01,+0.04,+0.01,+0.07,+0.04,+8.843,+0.884,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12258,2024-12-18,17:23:47,570,-0.004,-0.001,-0.002,-0.006,+0.03,+0.03,+0.01,+0.07,+0.03,+8.842,+0.890,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12259,2024-12-18,17:23:47,580,-0.005,-0.002,-0.001,-0.004,+0.04,+0.03,+0.03,+0.06,+0.03,+8.844,+0.886,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12260,2024-12-18,17:23:47,590,-0.005,-0.002,-0.002,-0.005,+0.02,+0.04,-0.02,+0.04,+0.04,+8.846,+0.886,+0.01,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12261,2024-12-18,17:23:47,600,-0.006,-0.002,-0.001,-0.004,+0.04,+0.05,+0.02,+0.06,+0.04,+8.845,+0.884,+0.02,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12262,2024-12-18,17:23:47,610,-0.005,-0.002,-0.001,-0.004,+0.04,+0.03,-0.01,+0.04,+0.01,+8.846,+0.884,+0.01,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12263,2024-12-18,17:23:47,620,-0.005,-0.002,-0.003,-0.006,+0.01,+0.03,+0.01,+0.07,+0.02,+8.847,+0.884,+0.00,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12264,2024-12-18,17:23:47,630,-0.005,-0.001,-0.001,-0.004,+0.04,+0.03,+0.03,+0.01,+0.04,+8.847,+0.882,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12265,2024-12-18,17:23:47,640,-0.006,-0.001,-0.003,-0.004,+0.02,+0.01,+0.01,+0.06,+0.04,+8.846,+0.886,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12266,2024-12-18,17:23:47,650,-0.006,-0.003,-0.002,-0.005,+0.06,+0.02,+0.03,+0.03,+0.03,+8.843,+0.883,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12267,2024-12-18,17:23:47,660,-0.005,-0.004,-0.004,-0.004,+0.02,+0.04,-0.01,+0.01,+0.03,+8.848,+0.885,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12268,2024-12-18,17:23:47,670,-0.005,-0.001,-0.001,-0.005,+0.04,+0.03,+0.01,+0.07,+0.04,+8.847,+0.885,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12269,2024-12-18,17:23:47,680,-0.005,-0.001,-0.003,-0.005,+0.03,+0.03,+0.03,+0.04,+0.03,+8.843,+0.883,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12270,2024-12-18,17:23:47,690,-0.005,-0.001,-0.001,-0.005,+0.03,+0.04,+0.02,+0.04,+0.04,+8.844,+0.886,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12271,2024-12-18,17:23:47,700,-0.005,-0.000,-0.004,-0.005,+0.01,+0.01,+0.01,+0.06,+0.03,+8.846,+0.886,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12272,2024-12-18,17:23:47,710,-0.005,+0.000,-0.001,-0.004,+0.01,+0.03,+0.01,+0.06,+0.01,+8.843,+0.884,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12273,2024-12-18,17:23:47,720,-0.004,-0.002,-0.001,-0.005,+0.05,+0.04,+0.01,+0.04,+0.04,+8.852,+0.884,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12274,2024-12-18,17:23:47,730,-0.005,-0.003,-0.000,-0.005,+0.03,+0.01,+0.01,+0.04,+0.04,+8.851,+0.884,+0.04,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12275,2024-12-18,17:23:47,740,-0.006,-0.002,-0.002,-0.004,+0.04,+0.04,+0.01,+0.03,+0.04,+8.851,+0.884,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12276,2024-12-18,17:23:47,750,-0.004,-0.002,-0.001,-0.006,+0.03,+0.02,+0.01,+0.04,+0.02,+8.850,+0.884,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12277,2024-12-18,17:23:47,760,-0.005,-0.000,-0.001,-0.003,+0.01,+0.04,+0.03,+0.04,+0.04,+8.851,+0.884,+0.03,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12278,2024-12-18,17:23:47,770,-0.004,+0.001,-0.003,-0.005,+0.04,+0.03,+0.01,+0.07,+0.01,+8.850,+0.884,+0.03,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12279,2024-12-18,17:23:47,780,-0.005,+0.000,-0.002,-0.006,+0.03,+0.02,+0.03,+0.04,+0.04,+8.858,+0.885,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12280,2024-12-18,17:23:47,790,-0.005,-0.002,-0.003,-0.005,+0.02,+0.04,+0.01,+0.06,+0.04,+8.855,+0.884,+0.00,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12281,2024-12-18,17:23:47,800,-0.005,-0.003,-0.000,-0.005,+0.03,+0.01,+0.04,+0.05,+0.04,+8.855,+0.887,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12282,2024-12-18,17:23:47,810,-0.005,-0.002,-0.004,-0.005,+0.02,+0.03,-0.01,+0.07,+0.02,+8.857,+0.885,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12283,2024-12-18,17:23:47,820,-0.005,-0.002,-0.002,-0.004,+0.01,+0.04,+0.01,+0.07,+0.01,+8.857,+0.885,+0.00,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12284,2024-12-18,17:23:47,830,-0.005,-0.001,-0.004,-0.007,+0.01,+0.02,+0.01,+0.03,+0.02,+8.854,+0.886,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12285,2024-12-18,17:23:47,840,-0.006,+0.000,+0.000,-0.003,+0.03,+0.03,-0.01,+0.04,+0.01,+8.857,+0.884,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12286,2024-12-18,17:23:47,850,-0.004,-0.001,-0.004,-0.004,+0.03,+0.01,+0.01,+0.04,+0.04,+8.861,+0.882,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12287,2024-12-18,17:23:47,860,-0.005,-0.002,-0.002,-0.006,+0.01,+0.01,+0.03,+0.04,+0.04,+8.858,+0.886,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12288,2024-12-18,17:23:47,870,-0.005,-0.004,-0.002,-0.004,+0.05,+0.01,+0.01,+0.05,+0.06,+8.857,+0.883,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12289,2024-12-18,17:23:47,880,-0.006,-0.002,-0.002,-0.005,+0.03,+0.03,+0.04,+0.07,+0.04,+8.861,+0.881,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12290,2024-12-18,17:23:47,890,-0.006,-0.001,-0.003,-0.004,+0.04,+0.02,+0.01,+0.07,+0.01,+8.858,+0.886,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12291,2024-12-18,17:23:47,900,-0.005,-0.001,-0.002,-0.004,+0.04,+0.04,+0.02,+0.05,+0.04,+8.861,+0.884,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12292,2024-12-18,17:23:47,910,-0.005,-0.001,-0.002,-0.006,+0.01,+0.02,+0.01,+0.07,+0.01,+8.860,+0.884,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12293,2024-12-18,17:23:47,920,-0.006,+0.001,-0.003,-0.004,+0.04,+0.04,+0.02,+0.04,+0.01,+8.864,+0.886,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12294,2024-12-18,17:23:47,930,-0.005,-0.003,-0.000,-0.006,+0.04,+0.04,+0.01,+0.03,+0.04,+8.861,+0.883,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12295,2024-12-18,17:23:47,940,-0.005,-0.002,-0.004,-0.005,+0.03,+0.01,+0.01,+0.04,+0.02,+8.861,+0.883,+0.02,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12296,2024-12-18,17:23:47,950,-0.006,-0.002,+0.000,-0.004,+0.03,+0.02,+0.01,+0.04,+0.04,+8.861,+0.884,+0.02,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12297,2024-12-18,17:23:47,960,-0.005,-0.001,-0.004,-0.006,+0.01,+0.03,-0.02,+0.04,+0.04,+8.861,+0.883,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12298,2024-12-18,17:23:47,970,-0.004,-0.001,+0.000,-0.003,+0.01,+0.03,+0.04,+0.06,+0.04,+8.861,+0.884,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12299,2024-12-18,17:23:47,980,-0.005,+0.000,-0.003,-0.005,+0.03,+0.04,+0.01,+0.07,+0.02,+8.867,+0.885,+0.03,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12300,2024-12-18,17:23:47,990,-0.005,-0.000,-0.001,-0.005,+0.01,+0.03,+0.01,+0.06,+0.03,+8.866,+0.886,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12301,2024-12-18,17:23:48,0,-0.005,-0.001,-0.002,-0.004,+0.01,+0.04,+0.01,+0.04,+0.04,+8.868,+0.885,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12302,2024-12-18,17:23:48,10,-0.006,-0.003,+0.001,-0.006,+0.04,+0.04,+0.01,+0.05,+0.02,+8.864,+0.885,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12303,2024-12-18,17:23:48,20,-0.005,-0.002,-0.002,-0.004,+0.02,+0.03,+0.01,+0.05,+0.04,+8.868,+0.887,+0.00,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12304,2024-12-18,17:23:48,30,-0.005,-0.002,-0.002,-0.005,+0.01,+0.06,+0.00,+0.06,+0.03,+8.866,+0.884,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12305,2024-12-18,17:23:48,40,-0.004,-0.002,-0.002,-0.006,+0.03,+0.01,+0.01,+0.04,+0.04,+8.866,+0.884,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
12306,2024-12-18,17:23:48,50,-0.004,-0.001,-0.003,-0.003,+0.03,+0.01,+0.04,+0.05,+0.03,+8.870,+0.885,+0.05,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
