番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
21008,2024-12-18,17:25:15,70,-0.007,-0.003,-0.004,-0.004,+0.03,+0.04,+0.02,+0.03,+0.04,+3.173,+0.905,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21009,2024-12-18,17:25:15,80,-0.006,-0.002,-0.001,-0.005,+0.01,+0.03,+0.00,+0.03,+0.03,+3.174,+0.907,+0.03,-0.04,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21010,2024-12-18,17:25:15,90,-0.006,-0.001,-0.004,-0.005,+0.00,+0.02,+0.01,+0.05,+0.02,+3.172,+0.909,+0.03,+0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21011,2024-12-18,17:25:15,100,-0.006,-0.000,-0.001,-0.005,+0.03,+0.02,+0.01,+0.03,+0.04,+3.173,+0.907,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21012,2024-12-18,17:25:15,110,-0.007,-0.001,-0.004,-0.006,+0.04,+0.03,-0.04,+0.07,+0.01,+3.178,+0.903,+0.00,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21013,2024-12-18,17:25:15,120,-0.007,+0.000,-0.001,-0.004,+0.01,+0.00,+0.02,+0.07,+0.01,+3.175,+0.904,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21014,2024-12-18,17:25:15,130,-0.007,-0.001,-0.002,-0.005,+0.02,+0.01,-0.02,+0.08,+0.06,+3.179,+0.906,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21015,2024-12-18,17:25:15,140,-0.006,-0.002,-0.001,-0.004,+0.01,+0.02,+0.03,+0.04,+0.01,+3.175,+0.907,+0.03,-0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21016,2024-12-18,17:25:15,150,-0.007,-0.003,-0.003,-0.003,+0.04,+0.04,+0.01,+0.07,+0.04,+3.175,+0.906,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21017,2024-12-18,17:25:15,160,-0.005,-0.001,-0.001,-0.006,+0.02,+0.01,+0.01,+0.04,+0.03,+3.175,+0.906,+0.03,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21018,2024-12-18,17:25:15,170,-0.006,-0.002,-0.002,-0.004,+0.02,+0.04,+0.01,+0.04,+0.04,+3.175,+0.906,+0.01,+0.03,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21019,2024-12-18,17:25:15,180,-0.006,+0.000,-0.002,-0.005,+0.04,+0.03,+0.01,+0.04,+0.03,+3.175,+0.905,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21020,2024-12-18,17:25:15,190,-0.006,-0.001,-0.003,-0.005,+0.04,+0.01,+0.01,+0.04,+0.04,+3.173,+0.906,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21021,2024-12-18,17:25:15,200,-0.006,-0.001,-0.003,-0.004,+0.03,+0.01,-0.02,+0.06,+0.02,+3.174,+0.909,-0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21022,2024-12-18,17:25:15,210,-0.007,-0.003,-0.002,-0.005,+0.03,+0.03,-0.01,+0.04,+0.04,+3.175,+0.907,+0.02,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21023,2024-12-18,17:25:15,220,-0.006,-0.003,-0.003,-0.004,+0.01,+0.04,+0.01,+0.04,+0.01,+3.175,+0.907,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21024,2024-12-18,17:25:15,230,-0.007,-0.002,-0.001,-0.004,+0.03,+0.01,+0.02,+0.04,+0.04,+3.175,+0.908,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21025,2024-12-18,17:25:15,240,-0.006,-0.001,-0.003,-0.006,+0.01,+0.03,+0.01,+0.04,+0.01,+3.175,+0.906,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21026,2024-12-18,17:25:15,250,-0.007,-0.002,-0.003,-0.004,+0.02,+0.05,+0.01,+0.06,+0.04,+3.168,+0.906,+0.04,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21027,2024-12-18,17:25:15,260,-0.006,-0.001,-0.004,-0.005,+0.04,+0.03,+0.01,+0.07,+0.01,+3.171,+0.906,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21028,2024-12-18,17:25:15,270,-0.006,-0.001,-0.001,-0.004,+0.04,+0.03,-0.01,+0.04,+0.03,+3.169,+0.906,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21029,2024-12-18,17:25:15,280,-0.007,-0.002,-0.003,-0.005,+0.04,+0.03,+0.03,+0.03,+0.03,+3.171,+0.905,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21030,2024-12-18,17:25:15,290,-0.007,-0.002,-0.001,-0.005,+0.01,+0.03,+0.04,+0.04,+0.04,+3.170,+0.905,+0.01,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21031,2024-12-18,17:25:15,300,-0.008,-0.003,-0.003,-0.004,+0.04,+0.03,+0.00,+0.07,+0.01,+3.167,+0.904,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21032,2024-12-18,17:25:15,310,-0.006,-0.001,+0.000,-0.004,+0.01,+0.04,+0.00,+0.06,+0.03,+0.005,+0.907,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21033,2024-12-18,17:25:15,320,-0.008,+0.001,-0.003,-0.005,+0.03,+0.01,+0.00,+0.04,+0.03,+0.004,+0.908,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21034,2024-12-18,17:25:15,330,-0.007,-0.002,-0.001,-0.004,+0.05,+0.04,+0.01,+0.05,+0.03,+0.001,+0.906,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21035,2024-12-18,17:25:15,340,-0.006,+0.000,-0.001,-0.005,+0.02,+0.03,+0.01,+0.05,+0.03,+0.004,+0.903,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21036,2024-12-18,17:25:15,350,-0.007,-0.002,-0.002,-0.004,+0.04,+0.03,+0.01,+0.06,+0.04,+0.004,+0.906,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21037,2024-12-18,17:25:15,360,-0.007,-0.002,-0.002,-0.005,+0.01,+0.04,+0.01,+0.04,+0.01,+0.004,+0.906,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21038,2024-12-18,17:25:15,370,-0.007,-0.003,-0.002,-0.005,+0.04,+0.04,+0.04,+0.06,+0.04,+0.003,+0.903,+0.02,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21039,2024-12-18,17:25:15,380,-0.008,-0.002,-0.002,-0.004,+0.01,+0.01,+0.01,+0.05,+0.04,+0.003,+0.905,+0.01,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21040,2024-12-18,17:25:15,390,-0.007,+0.000,-0.002,-0.006,+0.02,+0.04,+0.01,+0.04,+0.05,+0.003,+0.905,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21041,2024-12-18,17:25:15,400,-0.007,-0.001,-0.002,-0.003,+0.02,+0.02,+0.03,+0.06,+0.03,+0.002,+0.904,+0.02,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21042,2024-12-18,17:25:15,410,-0.008,-0.001,-0.002,-0.004,+0.05,+0.01,-0.01,+0.04,+0.04,+0.002,+0.907,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21043,2024-12-18,17:25:15,420,-0.006,-0.002,-0.001,-0.006,+0.02,+0.04,-0.02,+0.07,+0.01,+0.002,+0.906,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21044,2024-12-18,17:25:15,430,-0.006,-0.000,-0.003,-0.004,+0.01,+0.03,+0.03,+0.04,+0.04,+0.003,+0.904,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21045,2024-12-18,17:25:15,440,-0.008,-0.002,+0.000,-0.005,+0.01,+0.02,-0.01,+0.06,+0.04,+0.003,+0.905,+0.04,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21046,2024-12-18,17:25:15,450,-0.006,-0.003,-0.005,-0.004,+0.04,+0.08,+0.01,+0.06,+0.04,+0.005,+0.907,+0.04,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21047,2024-12-18,17:25:15,460,-0.007,-0.000,-0.001,-0.004,+0.01,+0.04,+0.01,+0.06,+0.04,+0.003,+0.906,+0.02,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21048,2024-12-18,17:25:15,470,-0.008,+0.000,-0.004,-0.007,+0.02,+0.02,+0.03,+0.03,+0.04,+0.002,+0.908,+0.02,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21049,2024-12-18,17:25:15,480,-0.008,+0.001,+0.000,-0.004,+0.01,+0.04,+0.01,+0.04,+0.00,+0.002,+0.904,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21050,2024-12-18,17:25:15,490,-0.006,-0.001,-0.002,-0.005,+0.03,+0.01,+0.03,+0.06,+0.04,+0.004,+0.905,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21051,2024-12-18,17:25:15,500,-0.006,-0.002,-0.001,-0.005,+0.01,+0.03,+0.00,+0.04,+0.01,+0.005,+0.908,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21052,2024-12-18,17:25:15,510,-0.007,-0.003,-0.002,-0.003,+0.03,+0.04,+0.00,+0.07,+0.03,+0.004,+0.906,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21053,2024-12-18,17:25:15,520,-0.007,-0.003,-0.001,-0.006,+0.03,+0.05,-0.02,+0.04,+0.01,+0.003,+0.906,+0.01,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21054,2024-12-18,17:25:15,530,-0.006,-0.001,-0.002,-0.004,+0.03,+0.03,+0.01,+0.06,+0.02,+0.003,+0.905,+0.02,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21055,2024-12-18,17:25:15,540,-0.007,-0.001,-0.003,-0.005,+0.03,+0.04,-0.01,+0.06,+0.03,+0.002,+0.904,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21056,2024-12-18,17:25:15,550,-0.007,-0.000,-0.001,-0.006,+0.01,+0.02,+0.01,+0.08,+0.04,+0.001,+0.905,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21057,2024-12-18,17:25:15,560,-0.006,-0.000,-0.002,-0.004,+0.03,+0.01,+0.01,+0.04,+0.01,+0.004,+0.907,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21058,2024-12-18,17:25:15,570,-0.006,-0.002,-0.002,-0.006,+0.03,+0.02,+0.04,+0.04,+0.02,+0.002,+0.908,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21059,2024-12-18,17:25:15,580,-0.006,-0.002,-0.002,-0.004,+0.01,+0.04,+0.01,+0.04,+0.01,+0.004,+0.908,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21060,2024-12-18,17:25:15,590,-0.008,-0.002,-0.001,-0.004,+0.06,+0.04,+0.01,+0.04,+0.05,+0.002,+0.907,+0.04,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21061,2024-12-18,17:25:15,600,-0.006,-0.001,-0.004,-0.006,+0.01,+0.04,+0.06,+0.04,+0.01,+0.002,+0.906,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21062,2024-12-18,17:25:15,610,-0.007,+0.000,-0.002,-0.004,+0.02,+0.04,+0.01,+0.04,+0.04,+0.001,+0.906,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21063,2024-12-18,17:25:15,620,-0.005,+0.001,-0.003,-0.005,+0.03,+0.01,+0.00,+0.04,+0.01,+0.002,+0.905,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21064,2024-12-18,17:25:15,630,-0.007,+0.000,-0.001,-0.003,+0.04,+0.04,+0.01,+0.04,+0.06,+0.003,+0.905,+0.01,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21065,2024-12-18,17:25:15,640,-0.006,-0.001,-0.002,-0.004,+0.03,+0.02,+0.01,+0.05,+0.01,+0.003,+0.904,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21066,2024-12-18,17:25:15,650,-0.007,-0.003,-0.001,-0.006,+0.04,+0.04,+0.00,+0.04,+0.03,+0.002,+0.905,+0.02,-0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21067,2024-12-18,17:25:15,660,-0.005,-0.003,-0.003,-0.004,+0.01,+0.02,+0.00,+0.06,+0.02,+0.001,+0.904,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21068,2024-12-18,17:25:15,670,-0.006,-0.003,+0.000,-0.005,+0.01,+0.04,+0.01,+0.05,+0.03,+0.003,+0.904,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21069,2024-12-18,17:25:15,680,-0.006,-0.001,-0.003,-0.005,+0.01,+0.01,+0.01,+0.03,+0.03,+0.004,+0.907,+0.00,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21070,2024-12-18,17:25:15,690,-0.006,-0.000,-0.001,-0.004,+0.03,+0.03,+0.02,+0.06,+0.04,+0.001,+0.906,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21071,2024-12-18,17:25:15,700,-0.004,-0.001,-0.002,-0.006,+0.01,+0.04,+0.00,+0.02,+0.01,+0.002,+0.906,+0.04,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21072,2024-12-18,17:25:15,710,-0.007,-0.000,-0.002,-0.003,+0.01,+0.03,-0.01,+0.06,+0.06,+1.898,+0.906,+0.02,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21073,2024-12-18,17:25:15,720,-0.006,-0.003,-0.001,-0.005,+0.04,+0.05,-0.01,+0.05,+0.01,+1.900,+0.908,+0.02,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21074,2024-12-18,17:25:15,730,-0.005,-0.002,-0.003,-0.004,+0.02,+0.04,+0.01,+0.04,+0.04,+1.898,+0.907,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21075,2024-12-18,17:25:15,740,-0.006,-0.002,-0.002,-0.003,+0.02,+0.04,-0.01,+0.06,+0.04,+1.898,+0.905,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21076,2024-12-18,17:25:15,750,-0.006,-0.002,-0.003,-0.006,+0.02,+0.02,+0.04,+0.07,+0.03,+1.897,+0.905,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21077,2024-12-18,17:25:15,760,-0.005,-0.001,+0.000,-0.004,+0.04,+0.01,+0.03,+0.04,+0.04,+1.898,+0.904,+0.03,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21078,2024-12-18,17:25:15,770,-0.005,-0.001,-0.005,-0.004,+0.01,+0.04,+0.01,+0.04,+0.02,+1.899,+0.905,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21079,2024-12-18,17:25:15,780,-0.005,-0.001,+0.000,-0.006,-0.01,+0.04,+0.01,+0.04,+0.01,+0.006,+0.905,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21080,2024-12-18,17:25:15,790,-0.005,-0.002,-0.003,-0.003,+0.02,+0.00,+0.03,+0.04,+0.04,+0.003,+0.906,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21081,2024-12-18,17:25:15,800,-0.005,-0.004,-0.001,-0.005,+0.03,+0.03,+0.01,+0.04,+0.03,+0.002,+0.906,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21082,2024-12-18,17:25:15,810,-0.005,-0.002,-0.003,-0.004,+0.01,+0.03,+0.03,+0.06,+0.04,+0.004,+0.905,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21083,2024-12-18,17:25:15,820,-0.003,-0.002,-0.001,-0.004,+0.02,+0.03,+0.01,+0.06,+0.01,+0.002,+0.907,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21084,2024-12-18,17:25:15,830,-0.006,-0.001,-0.004,-0.004,+0.03,+0.03,+0.01,+0.04,+0.04,+0.004,+0.905,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21085,2024-12-18,17:25:15,840,-0.005,-0.001,-0.001,-0.003,+0.02,+0.02,+0.00,+0.06,+0.01,+0.003,+0.904,+0.00,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21086,2024-12-18,17:25:15,850,-0.005,+0.001,-0.003,-0.005,+0.03,+0.03,+0.00,+0.07,+0.04,+1.792,+0.907,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21087,2024-12-18,17:25:15,860,-0.005,-0.002,-0.002,-0.005,+0.01,+0.03,+0.02,+0.06,+0.01,+1.794,+0.909,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21088,2024-12-18,17:25:15,870,-0.006,-0.004,-0.003,-0.004,+0.04,+0.03,+0.03,+0.06,+0.04,+1.792,+0.906,+0.02,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21089,2024-12-18,17:25:15,880,-0.004,-0.002,-0.001,-0.006,+0.03,+0.01,-0.01,+0.04,+0.04,+1.790,+0.905,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21090,2024-12-18,17:25:15,890,-0.005,-0.002,-0.002,-0.004,+0.01,+0.03,+0.01,+0.05,+0.06,+1.790,+0.906,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21091,2024-12-18,17:25:15,900,-0.005,-0.001,-0.001,-0.004,+0.03,+0.04,+0.01,+0.02,+0.01,+1.791,+0.908,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21092,2024-12-18,17:25:15,910,-0.004,+0.000,-0.001,-0.005,+0.01,+0.03,+0.01,+0.06,+0.04,+0.004,+0.905,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21093,2024-12-18,17:25:15,920,-0.004,-0.001,-0.003,-0.004,+0.04,+0.04,+0.01,+0.06,+0.03,+0.001,+0.905,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21094,2024-12-18,17:25:15,930,-0.005,-0.001,-0.001,-0.006,+0.01,+0.04,+0.00,+0.04,+0.03,-0.002,+0.905,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21095,2024-12-18,17:25:15,940,-0.004,-0.003,-0.003,-0.004,+0.02,+0.01,+0.02,+0.04,+0.02,+0.001,+0.905,+0.03,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21096,2024-12-18,17:25:15,950,-0.004,-0.002,-0.001,-0.004,+0.03,+0.01,+0.01,+0.07,+0.06,+0.003,+0.903,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21097,2024-12-18,17:25:15,960,-0.004,-0.001,-0.003,-0.007,+0.03,+0.03,+0.01,+0.04,+0.01,+0.004,+0.904,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21098,2024-12-18,17:25:15,970,-0.003,-0.001,-0.001,-0.004,+0.01,+0.01,+0.01,+0.06,+0.04,+0.001,+0.905,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21099,2024-12-18,17:25:15,980,-0.004,-0.001,-0.003,-0.006,+0.02,+0.01,+0.01,+0.07,+0.02,+0.003,+0.905,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21100,2024-12-18,17:25:15,990,-0.004,+0.000,+0.000,-0.004,+0.04,+0.04,+0.01,+0.06,+0.06,+0.002,+0.903,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21101,2024-12-18,17:25:16,0,-0.005,-0.001,-0.003,-0.005,+0.01,+0.06,+0.01,+0.05,+0.03,+0.003,+0.905,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21102,2024-12-18,17:25:16,10,-0.005,-0.003,-0.000,-0.006,+0.01,+0.03,+0.00,+0.04,+0.04,+0.003,+0.907,+0.01,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21103,2024-12-18,17:25:16,20,-0.005,-0.002,-0.003,-0.004,+0.00,+0.01,+0.01,+0.03,-0.01,+0.002,+0.905,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21104,2024-12-18,17:25:16,30,-0.004,-0.003,-0.001,-0.004,+0.03,+0.04,+0.03,+0.06,+0.06,+0.003,+0.904,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21105,2024-12-18,17:25:16,40,-0.004,-0.002,-0.002,-0.005,+0.01,+0.03,+0.01,+0.06,+0.03,+0.002,+0.905,+0.04,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21106,2024-12-18,17:25:16,50,-0.004,-0.002,-0.001,-0.004,+0.04,+0.01,+0.01,+0.06,+0.03,+7.321,+0.905,+0.01,+0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21107,2024-12-18,17:25:16,60,-0.004,-0.000,-0.002,-0.006,+0.03,+0.03,-0.01,+0.07,+0.01,+7.393,+0.907,+0.06,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21108,2024-12-18,17:25:16,70,-0.005,-0.001,-0.001,-0.004,+0.01,+0.03,+0.02,+0.04,+0.05,+7.391,+0.906,+0.03,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21109,2024-12-18,17:25:16,80,-0.005,-0.001,-0.002,-0.004,+0.04,+0.04,+0.01,+0.06,+0.02,+7.393,+0.904,+0.04,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
21110,2024-12-18,17:25:16,90,-0.004,-0.003,-0.002,-0.007,+0.02,+0.01,+0.01,+0.06,+0.03,+7.396,+0.905,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
